"tabela","indice","type_desc","is_primary_key","is_unique","coluna","key_ordinal","is_included_column"
"NotaFiscalContas","PK_NotaFiscalContas","CLUSTERED","True","True","NTFC_parcela","2","False"
"NotaFiscalImportaDoc","PK_NotaFiscalImportaDoc","CLUSTERED","True","True","NTF_Codigo","1","False"
"NotaFiscalImportaDoc","PK_NotaFiscalImportaDoc","CLUSTERED","True","True","NTFImp_DocCodigo","2","False"
"NotaFiscalImportaDoc","PK_NotaFiscalImportaDoc","CLUSTERED","True","True","NTFImp_DocTipo","3","False"
"NotaFiscalProdutos","PK_NotaFiscalProdutos","CLUSTERED","True","True","NTFPro_Codigo","1","False"
"NotaFiscalTroca","PK_NotaFiscalTroca","CLUSTERED","True","True","NTFT_Codigo","1","False"
"Obras","PK_Obras","CLUSTERED","True","True","Obr_Codigo","1","False"
"observacoes","PK_observacoes","CLUSTERED","True","True","obs_seq","1","False"
"orcamento","PK_orcamento","CLUSTERED","True","True","orc_codigo_pre","1","False"
"orcamento","orc_codigo","NONCLUSTERED","False","False","orc_codigo","1","False"
"Orcamento_luminaria_det","orc_codigo_pre_lum","NONCLUSTERED","False","False","orc_codigo_pre","1","False"
"orcamento_materiais_det","orc_codigo_pre_mat","NONCLUSTERED","False","False","orc_codigo_pre","1","False"
"Orcamento_servico_det","orc_codigo_pre_ser","NONCLUSTERED","False","False","orc_codigo_pre","1","False"
"ordem_compra","PK__ordem_co__CDEBCCDC11600A7E","CLUSTERED","True","True","Ocp_codigo","1","False"
"ordem_compra_det","PK_Ordem_Compra_Det","CLUSTERED","True","True","Ocd_Sequencia","1","False"
"ordem_compra_det","nossoCodigo_Acabamento_ordem_compra_det","NONCLUSTERED","False","False","Pro_codnosso","1","False"
"ordem_compra_det","nossoCodigo_Acabamento_ordem_compra_det","NONCLUSTERED","False","False","Ocd_acabamento","2","False"
"ordem_compra_Pag","PK_Ordem_Compra_Pag","CLUSTERED","True","True","Ocpp_Sequencia","1","False"
"OrdemCompraDetExt","PK_OrdemCompraDetExt","CLUSTERED","True","True","Ocpex_codigo","1","False"
"OrdemCompraDetExt","PK_OrdemCompraDetExt","CLUSTERED","True","True","Ocpex_cnpj","2","False"
"OrdemCompraDetExt","PK_OrdemCompraDetExt","CLUSTERED","True","True","Ocdex_item","3","False"
"OrdemCompraExt","PK_OrdemCompraExt","CLUSTERED","True","True","Ocpex_codigo","1","False"
"OrdemCompraExt","PK_OrdemCompraExt","CLUSTERED","True","True","Ocpex_cnpj","2","False"
"OrdemServico","PK_OrdemServico_1","CLUSTERED","True","True","OrdServ_Codigo","1","False"
"OrdemServicoAmbiente","PK_OrdemServicoAmbiente","CLUSTERED","True","True","OrdServ_Codigo","1","False"
"OrdemServicoAmbiente","PK_OrdemServicoAmbiente","CLUSTERED","True","True","CodAmbiente","2","False"
"OrdemServicoAmbiente","PK_OrdemServicoAmbiente","CLUSTERED","True","True","emp_codigo","3","False"
"OrdemServicoItem","PK_OrdemServicoItem","CLUSTERED","True","True","OrdServItem_codigo","1","False"
"OrdemServicoProduto","PK_OrdemServicoProduto","CLUSTERED","True","True","OrdServProd_codigo","1","False"
"OrdemServicoSituacao","PK_OrdemServicoSituacao","CLUSTERED","True","True","OrdServSit_codigo","1","False"
"OrgaoRegistro","PK_OrgaoRegistro","CLUSTERED","True","True","OrgReg_Codigo","1","False"
"Paises","PK_Paises","CLUSTERED","True","True","Paises_Codigo","1","False"
"ParamentrosDesagio","PK_ParamentrosDesagio","CLUSTERED","True","True","ParDes_data","1","False"
"ParamentrosDesagio","PK_ParamentrosDesagio","CLUSTERED","True","True","ParDes_porcentagem","2","False"
"ParamentrosDesagio","PK_ParamentrosDesagio","CLUSTERED","True","True","GrupoProduto_Codigo","3","False"
"ParamentrosNFe","PK_ParamentrosNFe","CLUSTERED","True","True","ParNFe_Codigo","1","False"
"ParamentrosSerieVenda","PK_ParamentrosSerieVenda","CLUSTERED","True","True","ParSV_serie","1","False"
"ParametrosRTCategoriaVenda","PK_ParametrosRTCategoriaVenda","CLUSTERED","True","True","CatVen_Codigo","1","False"
"ParametrosRTCategoriaVenda","PK_ParametrosRTCategoriaVenda","CLUSTERED","True","True","emp_codigo","2","False"
"ParametrosRTDiaPag","PK_ParametrosRTDiaPag","CLUSTERED","True","True","ParRTDiapag_dia","1","False"
"ParametrosRTDiaPag","PK_ParametrosRTDiaPag","CLUSTERED","True","True","emp_codigo","2","False"
"ParametrosRTGrupoProdutos","PK_ParametrosRTGrupoProdutos","CLUSTERED","True","True","GrupoProduto_Codigo","1","False"
"ParametrosRTGrupoProdutos","PK_ParametrosRTGrupoProdutos","CLUSTERED","True","True","ParRTGrupProd_porcentagem","2","False"
"ParametrosRTGrupoProdutosDesconto","PK_ParametrosRTGrupoProdutosDesconto","CLUSTERED","True","True","GrupoProduto_Codigo","1","False"
"ParametrosRTGrupoProdutosDesconto","PK_ParametrosRTGrupoProdutosDesconto","CLUSTERED","True","True","ParRTGrupProdDesc_operador","2","False"
"ParametrosRTGrupoProdutosDesconto","PK_ParametrosRTGrupoProdutosDesconto","CLUSTERED","True","True","ParRTGrupProdDesc_operadorNum","3","False"
"ParametrosRTIndicacao","PK_ParametrosRTIndicacao","CLUSTERED","True","True","Ind_codigo","1","False"
"ParametrosRTIndicacao","PK_ParametrosRTIndicacao","CLUSTERED","True","True","emp_codigo","2","False"
"Pasta","PK_Pasta","CLUSTERED","True","True","Pasta_codigo","1","False"
"PDVCaixa","PK_PDVCaixa","CLUSTERED","True","True","PdvCaixa_codigo","1","False"
"PDVSangria","PK_PDVSangria","CLUSTERED","True","True","PDVSangria_codigo","1","False"
"PDVSuprimento","PK_PDVSuprimento","CLUSTERED","True","True","PDVSupri_codigo","1","False"
"pedido","PK_pedido","CLUSTERED","True","True","ped_codigo_pre","1","False"
"pedido","ped_cod","NONCLUSTERED","False","False","ped_codigo","1","False"
"pedido","busca_pedido","NONCLUSTERED","False","False","cli_codigo","1","False"
"pedido","busca_pedido","NONCLUSTERED","False","False","ped_dt_fechamento","2","False"
"pedido","busca_pedido","NONCLUSTERED","False","False","ped_status","3","False"
"pedido","busca_pedido","NONCLUSTERED","False","False","ped_indicacao","4","False"
"pedido","busca_pedido","NONCLUSTERED","False","False","ped_arquiteta","5","False"
"pedido_compra","PK_pedido_compra","CLUSTERED","True","True","Pcp_codigo","1","False"
"Pedido_compra_det","PK__Pedido_c__8B219A5B73A67993","CLUSTERED","True","True","Pcp_Sequencia","1","False"
"pedido_luminaria_det","pre_codigo","NONCLUSTERED","False","False","ped_codigo_pre","1","False"
"pedido_materiais_det","pre_codigo","NONCLUSTERED","False","False","ped_codigo_pre","1","False"
"pedido_servico_det","pre_codigo","NONCLUSTERED","False","False","ped_codigo_pre","1","False"
"Plano_Contas","PK__Plano_Contas__08162EEB","CLUSTERED","True","True","Pco_codigo","1","False"
"Plano_Contas_Tipo","primarykey","CLUSTERED","True","True","Pct_codigo","1","False"
"Porcentagem_Tributos","PK_Porcentagem_Tributos","CLUSTERED","True","True","PTrib_ncm","1","False"
"Porcentagem_Tributos","PK_Porcentagem_Tributos","CLUSTERED","True","True","Ptrib_versao","2","False"
"pos_venda","PK_pos_venda","CLUSTERED","True","True","Pve_codigo","1","False"
"Pos_venda_det","PK_Pos_venda_det","CLUSTERED","True","True","Pvd_codigo","1","False"
"Pos_venda_det","PK_Pos_venda_det","CLUSTERED","True","True","Pve_codigo","2","False"
"Preco_Produto","PK__Preco_Produto__542C7691","CLUSTERED","True","True","pre_codigo","1","False"
"Preco_Produto","Preco_Produto","NONCLUSTERED","False","False","Pre_Codnosso","1","False"
"Preco_Produto","Preco_Produto","NONCLUSTERED","False","False","Pre_Acabamento","2","False"
"Preco_Produto_Log","IX_Preco_Produto_Log","NONCLUSTERED","False","False","PreLog_Codnosso","1","False"
"Preco_Produto_Log","IX_Preco_Produto_Log","NONCLUSTERED","False","False","PreLog_Acabamento","2","False"
"Produto_Relacionados","PK_Produto_Relacionados","CLUSTERED","True","True","Pre_Cod_Prod_Pai","1","False"
"Produto_Relacionados","PK_Produto_Relacionados","CLUSTERED","True","True","Pre_Cod_Prod_filho","2","False"
"Produto_Relacionados","PK_Produto_Relacionados","CLUSTERED","True","True","pre_codigofor_pai","3","False"
"Produto_Relacionados","PK_Produto_Relacionados","CLUSTERED","True","True","pre_codigofor_filho","4","False"
"produtos","PK_produtos","CLUSTERED","True","True","Pro_codnosso","1","False"
"ProdutosCaracteristicas","PK_ProdutosCaracteristicas","CLUSTERED","True","True","ProdCaract_codigo","1","False"
"ProdutosFornecedores","PK_ProdutosFornecedores","CLUSTERED","True","True","Pro_codnosso","1","False"
"ProdutosFornecedores","PK_ProdutosFornecedores","CLUSTERED","True","True","For_codigo","2","False"
"ProdutosLocEstoque","PK_ProdutosLocEstoque","CLUSTERED","True","True","Pro_codnosso","1","False"
"ProdutosLocEstoque","PK_ProdutosLocEstoque","CLUSTERED","True","True","CodAcabamento","2","False"
"ProdutosLocEstoque","PK_ProdutosLocEstoque","CLUSTERED","True","True","EstTp_Codigo","3","False"
"ProdutosPromPrioritario","PK_ProdutosPromPrioritario","CLUSTERED","True","True","ProdProPrio_codigo","1","False"
"ProdutosPromPrioritarioDet","PK_ProdutosPromPrioritarioDet","CLUSTERED","True","True","ProdProPrioDet_codigo","1","False"
"ProdutosRelacionados","PK_ProdutosRelacionados","CLUSTERED","True","True","ProdRel_codigo","1","False"
"ProdutosRelacionadosCadProdutos","PK_ProdutosRelacionadosCadProdutos","CLUSTERED","True","True","ProdRelCadProd_codigo","1","False"
"ProdutosRelacionadosCadProdutosAcab","PK_ProdutosRelacionadosCadProdutosAcab","CLUSTERED","True","True","ProdRelCadProdAcab_codigo","1","False"
"ProdutosRelacionadosDet","PK_ProdutosRelacionadosDet","CLUSTERED","True","True","ProdRelDet_Codigo","1","False"
"ProdutosServiços","PK_ProdutosServiços","CLUSTERED","True","True","ProdServ_codigo","1","False"
"Profissão","PK_Profissão","CLUSTERED","True","True","COD_ATIVID","1","False"
"Promocao","PK_Promocao","CLUSTERED","True","True","Prom_Codigo","1","False"
"PromocaoEstoque","PK_PromocaoEstoque","CLUSTERED","True","True","PromEst_Codigo","1","False"
"PromocaoProdutos","PK_PromocaoProdutos","CLUSTERED","True","True","PromProd_codigo","1","False"
"QuadroCargas","PK_QuadroCargas","CLUSTERED","True","True","QCargas_Codigo","1","False"
"QuadroCargasProjeto","PK_QuadroCargasProjeto","CLUSTERED","True","True","QCargas_Codigo","1","False"
"QuadroCargasProjeto","PK_QuadroCargasProjeto","CLUSTERED","True","True","ped_codigo","2","False"
"RacaCor","PK_RacaCor","CLUSTERED","True","True","RacaCor_Codigo","1","False"
"Rateio","PK_Rateio","CLUSTERED","True","True","Rateio_Codigo","1","False"
"RateioDet","PK_RateioDet","CLUSTERED","True","True","Rateio_Codigo","1","False"
"RateioDet","PK_RateioDet","CLUSTERED","True","True","CatRem_Codigo","2","False"
"Regiao","PK_Regiao","CLUSTERED","True","True","Regiao_Codigo","1","False"
"RequisicaoEstoq","PK_RequisicaoEstoq","CLUSTERED","True","True","ReqEst_Codigo","1","False"
"Reserva_Estoque","PK_Reserva_Estoque","CLUSTERED","True","True","Res_Codigo","1","False"
"Reserva_tecnica","PK_Reserva_tecnica","CLUSTERED","True","True","Ret_codigo","1","False"
"Reserva_tecnica_GrupoProd","PK_Reserva_tecnica_GrupoProd","CLUSTERED","True","True","Ret_codigo","1","False"
"Reserva_tecnica_GrupoProd","PK_Reserva_tecnica_GrupoProd","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"Reserva_tecnica_GrupoProd","PK_Reserva_tecnica_GrupoProd","CLUSTERED","True","True","RetGProd_PorcRT","3","False"
"RTClassTrib","PK_RTClassTrib","CLUSTERED","True","True","RTCST_Codigo","1","False"
"RTClassTrib","PK_RTClassTrib","CLUSTERED","True","True","RTClassTrib_Codigo","2","False"
"RTCST","PK_RTCST","CLUSTERED","True","True","RTCST_Codigo","1","False"
"Saida_complementacao","PK_Saida_complementacao","CLUSTERED","True","True","Scp_codigo_pre","1","False"
"Servicos","PK_Servicos","CLUSTERED","True","True","sev_cod","1","False"
"Setor","PK_Setor","CLUSTERED","True","True","Setor_codigo","1","False"
"Siscontrole","PK_Sis_controle","CLUSTERED","True","True","Sct_codigo","1","False"
"SisGrupo_Usuario","PK_SisGrupo_Usuario","CLUSTERED","True","True","Cod_grupo","1","False"
"SisOpcoesEspecial","PK_SisOpcoesEspecial","CLUSTERED","True","True","SisOpEsp_Codigo","1","False"
"SisPermissaoEspecial","PK_SisPermissaoEspecial","CLUSTERED","True","True","SisPerEsp_Codigo","1","False"
"SisSeqTabela","PK_SisSeqTabela","CLUSTERED","True","True","SeqTab_Tabela","1","False"
"SisSeqTabela","PK_SisSeqTabela","CLUSTERED","True","True","SeqTab_Campo","2","False"
"SisSeqTabela","PK_SisSeqTabela","CLUSTERED","True","True","Emp_codigo","3","False"
"SisUsuarios","PK_SisUsuarios","CLUSTERED","True","True","Id","1","False"
"SisUsuariosContasBancarias","PK_SisUsuariosContasBancarias","CLUSTERED","True","True","ID","1","False"
"SisUsuariosContasBancarias","PK_SisUsuariosContasBancarias","CLUSTERED","True","True","cba_codigo","2","False"
"SisUsuariosEmpresa","PK_SisUsuariosEmpresa","CLUSTERED","True","True","Emp_codigo","1","False"
"SisUsuariosGrid","PK_SisUsuariosGrid","CLUSTERED","True","True","UsuGrid_NomeColuna","1","False"
"SisUsuariosGrid","PK_SisUsuariosGrid","CLUSTERED","True","True","UsuGrid_Codigo","2","False"
"SisUsuariosGrupo","PK_SisUsuariosGrupo","CLUSTERED","True","True","SisUsGrupo_codigo","1","False"
"SPEDBandeiraCartao","PK_SPEDBandeiraCartao","CLUSTERED","True","True","SPEDBanCartao_Codigo","1","False"
"SPEDFormaPagamento","PK_SPEDFormaPagamento","CLUSTERED","True","True","SPEDFormaPag_codigo","1","False"
"SPEDPRESENCA","PK_SPEDPRESENCA","CLUSTERED","True","True","SPEDPres_codigo","1","False"
"SPEDTipoFrete","PK_SPEDTipoFrete","CLUSTERED","True","True","SPEDTpFrete_codigo","1","False"
"SysPaises","PK_SysPaises","CLUSTERED","True","True","SysPaises_codigo","1","False"
"TabelaImposto","PK_TabelaImposto","CLUSTERED","True","True","TbImp_codigo","1","False"
"tamanho","PK_tamanho","CLUSTERED","True","True","Tam_codigo","1","False"
"Texto_Substituicao","PK_Texto_Substituicao","CLUSTERED","True","True","Tsu_codigo","1","False"
"Tipo_documento","PK__Tipo_documento__090A5324","CLUSTERED","True","True","Tpd_codigo","1","False"
"Tipo_Relatorio","PK_Tipo_Relatorio","CLUSTERED","True","True","TpRel_codigo","1","False"
"TipoCategoriaVenda","PK_TipoCategoriaVenda","CLUSTERED","True","True","TpCatVenda_codigo","1","False"
"TipoCOFINS","PK_TipoCOFINS","CLUSTERED","True","True","COFINS_codigo","1","False"
"TipoContaFinanceira","PK_TipoContaFinanceira","CLUSTERED","True","True","Tcf_codigo","1","False"
"TipoCSOSN","PK_TipoCSOSN","CLUSTERED","True","True","CSOSN_codigo","1","False"
"TipoExpedicao","PK_TipoExpedicao","CLUSTERED","True","True","TpExp_Codigo","1","False"
"TipoIPI","PK_TipoIPI","CLUSTERED","True","True","IPI_codigo","1","False"
"TipoLinha","PK_TipoLinha","CLUSTERED","True","True","TpLinha_Codigo","1","False"
"TipoModBaseICMS","PK_TipoModBaseICMS","CLUSTERED","True","True","TpMdoBC_Tipo","1","False"
"TipoModBaseICMS","PK_TipoModBaseICMS","CLUSTERED","True","True","TpMdoBC_Codigo","2","False"
"TipoMotivo","PK_TipoMotivo","CLUSTERED","True","True","TpMot_codigo","1","False"
"TipoOrigemProduto","PK_TipoOrigemProduto","CLUSTERED","True","True","TpOriPro_codigo","1","False"
"TipoPeca","PK_TipoPeca","CLUSTERED","True","True","TpPeca_Codigo","1","False"
"TipoPeca","PK_TipoPeca","CLUSTERED","True","True","GrupoProduto_codigo","2","False"
"TipoPIS","PK_TipoPIS","CLUSTERED","True","True","PIS_codigo","1","False"
"TiposContatos","PK_TiposContatos","CLUSTERED","True","True","TpCont_codigo","1","False"
"TipoTributacaoServico","PK_TipoTributacaoServico","CLUSTERED","True","True","TipoTribServ_Codigo","1","False"
"TipoTributadaICMS","PK_TipoTributadaICMS","CLUSTERED","True","True","TpTrib_codigo","1","False"
"Transferencia","PK_Transferencia","CLUSTERED","True","True","Tra_codigo","1","False"
"Transferencia_filiais","PK_Transferencia_filiais","CLUSTERED","True","True","Tfi_codigo","1","False"
"Transferencia_filiais_produtos","PK_Transferencia_filiais_luminaria","CLUSTERED","True","True","Tfp_codigo","1","False"
"Transferencia_filiais_produtos","PK_Transferencia_filiais_luminaria","CLUSTERED","True","True","Tfi_codigo","2","False"
"Transferencia_filiais_produtos","PK_Transferencia_filiais_luminaria","CLUSTERED","True","True","Tfp_itens","3","False"
"TransferenciaEstoque","PK_TransferenciaEstoque","CLUSTERED","True","True","TransfEst_codigo","1","False"
"TransferenciaEstoqueProduto","PK_TransferenciaEstoqueProduto","CLUSTERED","True","True","TransfEst_codigo","1","False"
"TransferenciaEstoqueProduto","PK_TransferenciaEstoqueProduto","CLUSTERED","True","True","Pro_codnosso","2","False"
"TransferenciaEstoqueProduto","PK_TransferenciaEstoqueProduto","CLUSTERED","True","True","CodAcabamento","3","False"
"TransferenciaEstoqueProduto","PK_TransferenciaEstoqueProduto","CLUSTERED","True","True","tam_codigo","4","False"
"TransfIndicacao","PK_TransfIndicacao","CLUSTERED","True","True","TransfInd_codigo","1","False"
"TransfIndicacaoDet","PK_TransfIndicacaoDet","CLUSTERED","True","True","TransfIndDet_codigo","1","False"
"Transportadora","PK_Transportadora","CLUSTERED","True","True","Tra_codigo","1","False"
"Tributacao","PK_Tributacao","CLUSTERED","True","True","Trib_Codigo","1","False"
"TributacaoServico","PK_TributacaoServico","CLUSTERED","True","True","TribServ_codigo","1","False"
"unidades","PK_unidades","CLUSTERED","True","True","uni_codigo","1","False"
"Venda","PK_Venda_1","CLUSTERED","True","True","Ven_CodigoPre","1","False"
"Venda_TEF","PK_Venda_TEF","CLUSTERED","True","True","TEF_Cod_Venda","1","False"
"VendaAmbiente","PK_VendaAmbiente","CLUSTERED","True","True","VenAmb_TpDoc","1","False"
"VendaAmbiente","PK_VendaAmbiente","CLUSTERED","True","True","VenAmb_NDocPre","2","False"
"VendaAmbiente","PK_VendaAmbiente","CLUSTERED","True","True","CodAmbiente","3","False"
"VendaAmbiente","PK_VendaAmbiente","CLUSTERED","True","True","Emp_Codigo","4","False"
"VendaAtendente","PK_VendaAtendente","CLUSTERED","True","True","VenAten_TpDoc","1","False"
"VendaAtendente","PK_VendaAtendente","CLUSTERED","True","True","VenAten_NDocPre","2","False"
"VendaAtendente","PK_VendaAtendente","CLUSTERED","True","True","Fun_Codigo","3","False"
"VendaAtendente","PK_VendaAtendente","CLUSTERED","True","True","Emp_Codigo","4","False"
"VendaDataEntrega","PK_VendaDataEntrega","CLUSTERED","True","True","VenDtEnt_codigo","1","False"
"VendaDataRetorno","PK_VendaDataRetorno","CLUSTERED","True","True","VenDtRet_codigo","1","False"
"VendaDesconto","PK_VendaDesconto","CLUSTERED","True","True","Ven_CodigoPre","1","False"
"VendaDesconto","PK_VendaDesconto","CLUSTERED","True","True","GrupoProduto_Codigo","2","False"
"VendaEmail","PK_VendaEmail","CLUSTERED","True","True","VenEmail_Codigo","1","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","VenEst_Codigo","1","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","Ven_CodigoPre","2","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","CodAmbiente","3","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","VenPro_Item","4","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","Pro_codnosso","5","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","CodAcabamento","6","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","EstTp_Codigo","7","False"
"VendaEstoque","PK_VendaEstoque2","CLUSTERED","True","True","Emp_codigo","8","False"
"VendaEstoqueVendido","PK_VendaEstoqueVendido","CLUSTERED","True","True","VenEstVend_Codigo","1","False"
"VendaIndicacao","PK_VendaIndicacao","CLUSTERED","True","True","VenInd_TpDoc","1","False"
"VendaIndicacao","PK_VendaIndicacao","CLUSTERED","True","True","VenInd_NDocPre","2","False"
"VendaIndicacao","PK_VendaIndicacao","CLUSTERED","True","True","Ind_Codigo","3","False"
"VendaIndicacao","PK_VendaIndicacao","CLUSTERED","True","True","Emp_Codigo","4","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","VenInd_TpDoc","1","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","VenInd_NDocPre","2","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","Ind_Codigo","3","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","Emp_Codigo","4","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","GrupoProduto_Codigo","5","False"
"VendaIndicacaoGrupProd","PK_VendaIndicacaoGrupProd","CLUSTERED","True","True","VenIndGrup_Porc","6","False"
"VendaProduto","PK_VendaProduto_VenPro_codigo","CLUSTERED","True","True","VenPro_codigo","1","False"
"VendaProduto","nossocodigo_acabamento1","NONCLUSTERED","False","False","Pro_codnosso","1","False"
"VendaProduto","nossocodigo_acabamento1","NONCLUSTERED","False","False","CodAcabamento","2","False"
"VendaServico","PK_VendaServico_VenSer_Codigo","CLUSTERED","True","True","VenSer_Codigo","1","False"
"Whatsapp_Enviado","PK_Whatsapp_Enviado","CLUSTERED","True","True","WsEnv_codigo","1","False"
